Title,Description,Quantity Required,Unit,Quotes Left,Location,Buyer Name,Experienced Buyer,Complete Order via RFQ,Typical Replies,Interactive User,Email Status,Buyer Profile,Posted Time,Inquiry Url
Factory Price Metal Wire Cup Road Yalun Long Distance Casting Wheel 18 Sweepfire CS 2B Spinning Fly ...,"I started fishing and tackle business,and I am interested on this Daiwa reels,Do you have other fishing accessories on your shop aside from reels. Color:Gules Material:Composite fuselage ...",5,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Telescopic Loader,I'm looking for Telescopic Loader. Product specifications: Â·Type:Backhoe Loader Â·Moving Type:Crawler Loader Â·Engine Brand:Other Â·Type:Mini loader Â·Applicable Industries:Machinery Repair...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Wholesale Wadimor Premium for Adults Asia&Pacific Sarong Indonesian for Men FUTA Sarong Futa sarong ...,I'm looking for Wholesale Wadimor Premium for Adults Asia&Pacific Sarong Indonesian for Men FUTA Sarong Futa sarong Men Jacquard Sarong Wholesale for Men. Product specifications: Â·Usage:Islamic ...,2,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Cross-border foreign trade Arab fragrance,I'm looking for Cross-border foreign trade Arab fragrance.Product specifications:·form: Spray·gender: Male·scent: Floral·perfume type: regul...,1,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Customized Beach Tennis Rackets,We are looking to purchase customized beach tennis rackets for sports activities. Product specifications: â¢ Logo:Custom logo â¢ Material:Plastic â¢ Usage:Sports â¢ Design:Ergonomic ...,10,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Mystery Box Performance Educational Toys Kids Magic Tricks Set Box Gift with Classic Magic Props Kit  for Boys and Girls,"Hello. I am interested in your product. I would like to add it to my online store in Dubai. Can you provide me with a list of products, specifications...",50,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
China to Zimbabwe,I'm looking for China to Zimbabwe. Product specifications: Â·Company Name:Evergrand Shipping Â·Shipment origin:China Â·Shipment destination:ZW(Zimbabwe) Â·Shipping mode:LCL+Trucking ...,100,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Chair cushion,I'm looking for Chair cushion. Product specifications: Â·Type:Car sea cushion Â·material:100%Polyester Â·feature:Anti-static Â·technics:knitted Â·filling material:Memory foam,500,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Car Mechanics Auto Repair Kit Spanner Tools Set Box Hand Tools Socket Wrench Set Tool Kit Socket ...,Usage:Auto Repair Set Keywords:Hand Tool Sockets Set Function:Mulit-purpose Color:Customized Color Logo:Accept Customized Logo Size:Customized Size Weight:Package customized support:OEM ...,1,set/sets,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
auto parts handas,"I'm looking for auto parts handas.Also:Hello,We are looking to purchase a full Nismo-style body kit for the latest Nissan Patrol Platinum 2026 mod...",10,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Brick making machine,I'm looking for Brick making machine.Product specifications:·Type: Hollow Block Making Machine·Brick Raw Material: Cement·Processing: Brick Pr...,1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Trash can trash bin dustbin waste bins garbage bin bins recycling bin garbage can dust bin rubbish ...,I'm looking for Trash can trash bin dustbin waste bins garbage bin bins recycling bin garbage can dust bin rubbish bin trash outdoor waste bin large garbage bins 32 gallon trash can waste container ...,1000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
mdf box packaging,"We are looking to source MDF boxes with high-quality paint and joints. Product specifications: â¢ Dimensions:8 cm L,10 cm W,5 cm H â¢ Logo:Added outside and inside â¢ Words:Displayed ...",200,pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Air Matress Inflatable Mattress self Inflatable Air Mattresses outdoor Camping Inflatable Mattress,I'm looking for Air Matress Inflatable Mattress self Inflatable Air Mattresses outdoor Camping Inflatable Mattress. Product specifications: Â·feature:Heating Â·mail packing:N Â·type:air mattress...,1,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Auto Engine Car Power Window Master Control Switch for Daihatsu Sirion Terios OEM 84820-97201,We need Daihatsu Sirion 2004 Left Hand Drive and we required Power Window Master Control Switch for 01 Pcs. Purpose:for replace/repair Car Fitment:DAIHATSU Model:TERIOS Model:SIRION ...,1,piece/pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Casual Hiking Shoes,I'm looking for Casual Hiking Shoes. Product specifications: Â·Midsole Material:EVA Â·Gender:Men Â·Season:Winter Â·Outsole Material:Rubber Â·Feature:Cushioning,2,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Vintage Matte Handbag 2025 New Simple Portable Shoulder Underarm Bag Soft Leather Wallet,"Hi,I'm interested in this product. Pattern:Other closure type:Hasp shape:Dumpling shape Lining:Polyester Material:PU style:Fashion decoration:lock gender:Women number of handles/straps:Two ...",2,pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
OEM Brand Car Radiator Coolant Price Product Category for Fluid&Chemicals,Hi there!I'm currently looking for fluid and chemical suppliers and I came across your company.I would like to know more about the specifications of the fluids you offer.Could you please provide me ...,2000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Men delay wipes,I'm looking for Men delay wipes. Product specifications: Material:non woven material:Non-Woven type:Household age group:Adults use:SKIN CARE,3,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Portable Electronic Digital 500g 0.1g ABS Food Scale Home Use Constant Kitchen Measuring Spoons,I want to order 10 pieces.Can you tell me if theres warrenty or guarentee if any item is damaged or not functional?Capacity:500g Power:CR2032 battery Material:ABS Display:Digital LCD ...,10,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
ignition coil peugeout partner 2015 1.8,I'm looking for ignition coil peugeout partner 2015 1.8. Also:mounting for engine,1,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Man power coffee,I'm looking for Man power coffee. Product specifications: Â·Name:man coffee Â·Type:Instant coffee Â·Taste:sweet Â·Flavor:Sugar Â·Packaging:Bag,1,pack/packs,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Winter Knitted Muslim Women Long Sweater Tops Pants Two Pieces Sets Warm Outfits Dubai Turkey ...,"Hi,Iâm starting an online store and Iâm interested in your Chiffon Hijab Bucket Hat Cap products.I would like to know:1.What is your MOQ(minimum order quantity)?2.What are your best prices ...",10,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
ready pre fab homes,"Hi,I'm interested in this product. Type:2 bedroom prefabricated modular houses House Area:30-200 square meters Roofing Material:Light Weigt Eps Cement Panel Interoir/Exterior Wall Material:Eps Cement ...",1,sets,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
wet towels individual wrapped,"I'm looking for Individual Wrapped Wet towels. Product specifications: Â·Fragrance:soft Â·material:Non-Woven Â·type:Household Â·age group:Adults Â·use:Cleaning Around 10,000 pieces with ...",10000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Z490 AORUS XTREME Video Game Motherboard Desktop Computer Motherboard Double OEM SATA 128GB 128 GB ...,"hi,how much shipment door to door to Abu Dhabi UAE, Product Model:Z490 AORUS Elite motherboard Status:Original new with box Support:Supports 10th/Pent-/Cele- CPU slot:LGA 1200 Max Memory:128GB ...",2,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Hot Sale Sanrioed Tutoring Bag Cartoon Cute Kulomi KT Cat Cinnamon Dog Versatile Crossbody Shoulder ...,"Material:nylon Size:As Photo Color:As Photo Style:Cartoon Keyword:bag Sample Delivery Time:7-10Days Usage:Gift,Daily Life Filling:Other Height:As Photo Gender:Unisex Age Range:5 to 7 years ...",10,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Natural Spring Water 1.5L X 12 Units Per Pack,"Hi,I need 10 shells.",10,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
NEW Style 56 Inches Dc Ac Modern Indoor Energy Efficient Stainless Steel/wood Blades Ceiling Fan ...,"Hi,I'm interested in this product. product:Latest Design 56 Inch Multicolor Optional Frequency Conversion Remote Control Modern DC Motor Ceiling Fan simple living room decoration 56""silent stainless ...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Custom 360ml 400ml 500ml 600ml Takeway PET Cold Coffee Milk Tea Disposable Plastic Clear Ice Coffee ...,Hi there!I'm currently looking for plastic packaging solutions and I'm particularly interested in your products.Could you please let me know if you offer any customization options for your packaging?...,2000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Commercial Electric Variable Speed 1hp 2hp 3hp Swimming Pool Water Pump,"Hello I am interested in buying this pump from your company.Can you tell me the shipping cost to Miami?Type:Pool Main Color:white Material:Plastic&iron Connection Pipe:2inch Flow rate:15m3/hr,25m3/hr,...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
New PFA-631S-02 AC Thermostat Temperature Measurement and Control Thermostat for Fridge,"Hi please provide us the quote for above listed material qty.6pcs.If so,please reconfirm the price and share this for listing the same quantities",6,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Breathable men's t-shirt,I'm looking for Breathable men's t-shirt. Product specifications: Â·Fabric Type:knitted Â·Feature:Breathable Â·Printing Methods:Embossed Â·Material:100%Cotton Â·Technics:printed,5858,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Custom Logo Long Sleeve Women's Clothing Winters Long Coat for Ladies 2024,"Hi,I'm interested in this product. product:Winter Long Coat long Coat For Ladies women's Clothing Winter Long Fabric Type:Polyester Feature:anti-wrinkle Feature:Quick Dry Feature:Waterproof ...",2580,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
Inflatable Rugby Balls New Official Match Ball Professional Factory Rugby Size 5 High Quality ...,"Hello,i wanted to know if we can order 30 rugby balls for training with custom logo Color:Customize Color Size:5,4,3 and Mini Usage:Practice Logo:Customer's Logo Weight:420-450 grams ...",30,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:13 days ago,
15.6 Inch Laptop Screen Extender with Integrated Dual Display IPS Panel Laptop Business Type C ...,"Hi,I'm interested in this product. Product Name:15.6 inch portable monitor Feature:2 extra screens for laptop Screen Size:15.6 inch Resolution:1920*1080 Support device:Laptop Condition:100%Tested+New ...",1,pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
15.6 Inch Laptop Screen Extender with Integrated Dual Display IPS Panel Laptop Business Type C ...,"Hi,I'm interested in this product. Product Name:15.6 inch portable monitor Feature:2 extra screens for laptop Screen Size:15.6 inch Resolution:1920*1080 Support device:Laptop Condition:100%Tested+New ...",1,pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Brand New LC1D AC Contactor 220V LC1D25M7C LC1D09 LC1D12 LC1D18 LC1D25 LC1D32 LC1D38,"Hi there!I'm considering purchasing low voltage products from your company,and I wanted to inquire about the warranty options available.Could you please provide information on the warranty coverage ...",5,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Sliming Coffee Diet Natural Herbal Bullzietproof Coffee Fat Reduction Coffee for Diet Weight Loss,"Hi,I'm interested in this product. product:Slimming coffee Coffee Type:Instant coffee Keyword:Slimming coffee Weight:100g Type:Instant coffee Packaging:Box Storage Type:Cool And Dry Place ...",102,bag/bags,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Compressor China Factory 22kw 30HP Professional Electric Screw air Compressor Manufacture Stationary...,Looking for 10 bar 50 hz 400v compressor with PM motor Weight:380 kgs type:Screw configuration:Stationary power source:AC Power lubrication style:Lubricated mute:Yes machinery test report:Provided ...,1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Freight Forwarding Service,We are seeking a freight forwarder for shipments from China to Pakistan. Product specifications: â¢ Route:China to Pakistan â¢ Service type:Door-to-door â¢ Shipping method:Air and sea ...,50,parcel/parcels,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
safety shoes for men,Further requirements: Â·Supplier type:manufacturer,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Officially Authorized RC Crawler Car FMS 1:10 FCX10 LC80 Land Cruiser Parts 2.4GHz Proportional ...,"Hello,I hope this message finds you well.I am interested in purchasing one of your remote control toys and would like to know more about the warranty period.Could you please provide me with ...",4,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Wholesale Hynix Sodimm Ddr4 8gb 1.2v 4gb 16gb 32gb 3200MHz 2666MHz 2933MHz 2400T Ddr 4 Laptop ...,"Hi How are you DearMy Name is Abdur Rehman i am from United Arab Emirate i want to buy ddr4 ram(4gb,8gb,16gb)i need in bulk quantity please give me your best price.shipping is FreeThanks ...",200,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Long lasting moisturizing body lotion,I'm looking for Long lasting moisturizing body butter whipped .Product specifications:·Function: Moisturizing Nourishing Body Skin·use: Body·g...,50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
fusing,"i am looking for interlining fusing 44""x50mt",20,roll/rolls,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Electric Scooter Lithium Battery Pack 60V 12Ah 20Ah for Electric Motorcycle Citycoco,material:Ternary Material Application:E-scooter Cycle life:1000 Times Battery Size:18650 Anode Material:NCM Application:Electric Bicycles/Scooters Application:electric vehicles Weight:7.3KGÂ± ...,2,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
2025 Latest Design Compact Mini Turbo Blower Jet Fan 4000mah High Speed Air Duster Industrial Grade ...,Power:100W/105000RPM Voltage:7.4 Wind Speed:47m/S WEIGHT:208g grade:Industrial grade:DIY customized support:OEM customized support:ODM power source:Electric Material:ABS Fuel:Battery ...,10,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
soklin liquid detergent,Further requirements: Â·Target price:US$xx,3,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
air dry cooler water dry-coolers guangdong shenglin dry cooler mining,"Hi,I'm interested in this product. whats the price per watt,also give the size for each dry cooler,dry cooler will be used for asic mining,ambient temperature in summer can reach 45 degrees,variable ...",1,pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Kids Small Black Craft Bag Gift Bag Bolsa De Papel Paper Bag With Logo custom Printed Large Luxury ...,I'm looking fort Bag Gift Bag Bolsa De Papel Paper Bag With Logo custom Printed Large Luxury Packaging Paper Bag With Logo Recyclable luxury Shopping Bag Jewelry Blank Sweets Paper Bag With Logo ...,100,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
shipping from china to dubai,We are looking for suppliers to provide shipping from China to Dubai.We are interested in high-quality and reliable services.Please submit your quotations for our consideration.,10,kilogram/kilograms,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Similac 2 Mom with DHA For Pregnant&Lactate,I'm looking for Similac Mom with DHA For Pregnant&Lactate. Product specifications: Â·Color:Cream White Â·Product Type:Milk Powder Â·Variety:Milk powder and cream powder Â·Type:Dried Whole Milk...,2,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Nano Copper Powder 99.9999,"Color:Red Feature:Eco-friendly Shape:spherical CAS No.:7440-50-8 other name:nano copper powder,copper powder,ultrafine copper particles MF:Cu Form:powder grade:nano materia:copper(cu) ...",1000,kilogram/kilograms,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Sany STC800 80 Ton Truck Crane Used Construction Machinery Sany STC500 STC750 STC800 50 Ton 75 Ton ...,Feature:High Effiency Model:STC800 Name:Lifting Truck Car Crane Origin:100%China Capacity:20-150 Ton Truck Crane Type:Telescopic Truck Mounted Crane Rated Loading Capacity:80 Ton Hydraulic Cylinder ...,1,unit/units,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Hot Sales Bicbycle Electric14inch High-carbon Steel Electric Folding Bike Electric Hybrid Bike ...,"Hi,I'm interested in this product. product:Electric bike Frame:High Carbon Steel Frame Suspension:Fork Suspension Battery:48V 10Ah Lithium Battery Motor Power:250W/350W/500W/750W/1000W ...",1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Custom Logo Hot and Cold Kids Cute Gym Eco-Friendly Custom Smart Sports Hot Water Bottle for Man,I would like to buy this bottle in bulk amount.I have a jewellery store in dubai.We are planning to give these bottles as gifts as part of promotions.Give me details of shipping and other charges. ...,500,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Children's Play Area for Ages 1-10,"We are looking for a children's play area suitable for ages 1 to 10 years, to be installed in the United Arab Emirates. The play area should cover a s...",10000,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Breastmilk storage bags,"Dear Supplier, My name is Majid Khan and I am from UAE and currently operating an online business in UAE. We are looking for:Breastmilk Storage Bags,120 count/set with a black marker pen(as per the ...",500,set/sets,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
N Type Solar Panel 700W Home Use Solar Panels Eu Warehouse,Name:HJT bifacial dual glass solar panel Type:Standard Solar Panel Solar cell:Half Cut 16BB N type mono solar cell Frame Color:Silver or Black Warranty:25 Years Output Power Guarantee ...,2,pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Surprise Price for Vapor 40m Underwater Sea Scooter Diving Water Vapor 40m Underwater Sea Scooter,Hello How much is the shipping cost to the UAE?how long is the warranty?Size:54*38*29cm Accessories:Bag Charging Time:1-3h Gear:3 Diving depth:40m Weight:8.6kg Applicable People:Unisex ...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Laptop LCD Screen FHD 17.3 Inch 30pin Narrow Frame NV173FHM-N49 Laptop LED Display Panel,"one piece,is it avialable?Product Name:Laptop display Screen Size:17.3inch Application:Laptop Brightness:300 cd/m(Typ.) Surface:Glossy Backlight:LED Pin:Condition:40pin Condition:Original ...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
White Soy Candle Wax Flakes 25kg Per Bag Scented Soybean Wax Candle Factory Wholesale Natural Custom...,"Hey,I am currently running a scented candle business and need a quote for soy wax.Till now I have been ordering wax in small quantity but since my business in up and running now,I am getting orders ...",10,kilogram/kilograms,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Chinese Poke moned trading cards CS series csm1ac csm2bc cs6bc CS3.5C CS1bC+CS1aC fat boxes slim ...,I'm looking for Simplified Chinese Pokemon trading cards CS series csm1ac csm2bc cs6bc slim boxes,3,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Hotfix rhinestone glass rhinestones hotfix rhinestones rhinestones wholesale hotfix rhinestones bulk...,I'm looking for Hotfix rhinestone glass rhinestones hotfix rhinestones rhinestones wholesale hotfix rhinestones bulk hot-fix hot fix flat back rhinestones Crystal Ab Hot Fix Rhinestones For Wedding ...,5000,bag/bags,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Skating shoes for kids,I am looking for skating shoes for boy 5 years old and girl 6 years old,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
yonan-split-air-conditioner,السلام عليكم،أنا مهتم بشراء 5 وحدات من مكيفات YONAN تبريد فقط:- 3 وحدات سعة 2 طن (24000 BTU)- 2 وحدات سعة 3 طن (36000 BTU)الرجاء تزويدي:1. ا...,5,ton/tons,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Copper handcrafted electric samovar Mini electric tea maker Copper metallic teapot,"Hi,I'm interested in this product.Can I add my own logo?Voltage:220-240 V Teapot Capacity:500+L Frequency:50 Hz/60 Hz Socket Type:C Web Color:Metallic Water Capacity:3+L Warranty Period:2 years ...",2,pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Open Frame 5kva 10kva Portable Generators Portable Dual Fuel Inverter Gasoline Generator Small for ...,"Hello,I hope this message finds you well.I am interested in your product.Could you please provide me with a catalog of the generators you offer?Thank you in advance for your assistance. ...",5,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
"17gsm Plain Solid Color Tissue Wrapping Paper,Tissue Paper Packaging,Shoes Tissue Paper for Wrapping...",i need paper for my shredding machine Use:Hair Size:Cutomized Sizes Material:Eco-friendly Logo:Accept Customized Logo Thickness:17g Color:Customized Color Application:Gift Wrapping Packaging ...,1000,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Portable Waterproof Flexible LED Flashlight Gloves Finger Light Fishing Magic Strap Mechanic ...,"Hi there!I'm considering purchasing professional lighting from your company,and I wanted to inquire about the warranty options available.Could you please let me know what warranty coverage is included...",20,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Air duct cleaner with vacuum and camera low-cost air exhaust duct cleaning machine for air professional cleaning equipment duct-,I'm looking for Air duct cleaner with vacuum and camera low-cost air exhaust duct cleaning machine for air professional cleaning equipment duct-cleani...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
HOT SALE 3.7v 18650 Lifepo4 Battery Cells 2600mah 3300mah 3000mah 3500mah Li Ion Rechargeable ...,Type:18650 lithium battery Limited Charge Voltage:4.2V Battery type:18650 lifepo4 battery cells Battery Shape:18650 battery box Discharge Cut-off Voltage:2.75V Keyword:18650 lithium ion batteries ...,5,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Pristine Clean for 2022 Mer-cedess-Benz S500,Steering:Left Emission Standard:Euro IV Month:3 Mileage:50001-75000 Miles Maximum Power(Ps):150-200Ps Maximum Torque(Nm):100-200Nm Wheelbase:2000-2500mm Number of Seats:4 Front Suspension:Double wish ...,1,unit/units,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
HK-310 Small Electronic Offset Ink Proofer Instrument Cheap Ink Printing Proofer with 1 Year ...,"I need compleate working video of the device,in cluding cleaninf rollers and pressure setting for different kind of material;Papers,films and uncoated material.And also requiest is there any option to...",1,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Piston Vixion 57mm 62mm 63mm 65mm Piston Vixion Mx king Nmax Aerox Pcx 160 Lc135 Y15zr Racing ...,do you have 59.3mm sizes?Model:LC135/Y15ZR Stroke:4 Stroke Size:Detailed Measurement Application:MOTORCYCLE ENGINE PISTON RING SET Purpose:for retrofit/upgrade Type:Piston,10,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
800W PERC Solar Panel,"We are looking for high-efficiency solar panels for our project.Specifically,we need 800W solar panels. Product specifications: â¢ Type:PERC â¢ Cell size:210mmx210mm â¢ Panel Dimensions:...",50,unit/units,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
722AutoForged Rims High Quality Forged Wheels 18 19 20 21 22 Inches Passenger Car Chrome Forged ...,"Hi,how are you?How much would cost a set of these wheels in R19 size with 5x112 bolt pattern,9j width and ET35?Also what would be the weight per rim?Design:Customize Designs Size:Customized Size ...",4,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Breast pump enlarge with twin cup Electric Penis Vacuum Pump Penis Enlargement Penis Pump solingmed ...,I'm looking for Breast pump enlarge with twin cup Electric Penis Vacuum Pump Penis Enlargement Penis Pump solingmed High Vacuum Penis Enlargemen. Product specifications: Â·Color:Customized Color ...,1,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Customized Soft Air Conditioner Copper Coil Pipe Pancake Pipe,"Material:Copper Size:1/4,3/8,1/2,5/8,3/4,7/8,1-1/8 Package:carton box Color:White/Black Length:1-10m Thickness:0.5mm-2.0mm Logo:Customized power source:Manual Logo/graphic design:3D Printing ...",50,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
Toshiba inverter VF-AS1,"Dear Sir/Madam, Please quote the below items along with the datasheet/images 1)	Part No:102568, Make:TOSHIBA MODULE TYPE:RECTIFIERS,SEMIKI MODULE TYPE:RECTIFIERS,SEMIKIRON,SKKH 72/16E:3 NO' S, ...",1,pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
ورقة صناديق,"I want same as this box 50 piece with any design it doesn’t matter except that I want to add a sentence in Arabic “أحلى لمه من القلب إلى القلب""",50,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
New Arrivals Multifunction Electric Juice Blender Machine 650W Smoothies Mixer 4 in 1 Food Processor...,I am from UAE Dubai how many time after Delivary Motor:Pure Copper Motor/Copper alloy motor Usage:Kitchen Appliance Juicer Machine Material:ABS(BPA Free)+PC+Stainless Steel Color:Customized Color ...,7,bag/bags,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:14 days ago,
